Mission_ID,Time_of_Day,navigate_depart_GPS_Latitude,navigate_depart_GPS_Longitude,navigate_depart_GPS_Altitude,navigate_depart_GPS_Speed,navigate_depart_Wind_Speed,navigate_depart_Battery_Level,navigate_depart_Obstacle_Density,delivery_area_checking_GPS_Latitude,delivery_area_checking_GPS_Longitude,delivery_area_checking_Delivery_Area_Condition,delivery_area_checking_High_Res_Camera,delivery_area_checking_Battery_Level,delivery_area_checking_Obstacle_Density,recipient_authorization_Recipient_Authorization,recipient_authorization_AI_Decision,recipient_authorization_Battery_Level,supply_dropoff_Supply_Confirmation,supply_dropoff_GPS_Altitude,supply_dropoff_Battery_Level,navigate_return_GPS_Latitude,navigate_return_GPS_Longitude,navigate_return_GPS_Speed,navigate_return_Wind_Speed,navigate_return_Battery_Level,navigate_return_Obstacle_Density,return_to_base_GPS_Latitude,return_to_base_GPS_Longitude,return_to_base_GPS_Altitude,return_to_base_Battery_Level,return_to_base_Gyroscope_Stability,return_to_base_AI_Decision,return_to_base_Weather_Condition,Overall_Success
11,0,6.6632903803649555,-78.4254396520635,796.0076602669326,51.96249695098593,16.66342762784322,33.69058282810947,0.3442691158869352,59.1439863983623,44.72389918918705,1,1,33.69058282810947,0.3442691158869352,0.5912227138540769,0.5912227138540769,33.69058282810947,0.5912227138540769,392.48564119299965,33.69058282810947,53.76211731222975,135.75303744268734,71.52189799685597,0.7000342326722198,33.69058282810947,0.3442691158869352,-35.113266713856056,-40.998609398559324,357.42941320453133,33.69058282810947,0.9326857661076433,0.5912227138540769,0.5912227138540769,1
12,4,-88.88189855096907,178.5479384208927,496.26233662874694,51.509349793646955,5.188295401513098,64.46510821885076,0.6515553836052022,-76.6342335106966,138.795522634547,0,0,64.46510821885076,0.6515553836052022,0.42666261410217676,0.42666261410217676,64.46510821885076,0.42666261410217676,575.6985429274484,64.46510821885076,-75.72810370647403,-83.76956228175435,63.89637430480768,16.76618471421286,64.46510821885076,0.6515553836052022,37.236721841427254,-63.3531069074364,754.7000243924549,64.46510821885076,0.8363182051738292,0.42666261410217676,0.42666261410217676,1
13,0,80.97585427314618,-63.94703620719068,434.1629461335824,89.74955994097365,10.849255839382453,59.33058841287255,0.3981254938426665,87.0322796149521,-156.6947935562344,0,1,59.33058841287255,0.3981254938426665,0.4487618451259246,0.4487618451259246,59.33058841287255,0.4487618451259246,367.28323230992584,59.33058841287255,67.58931378748221,179.9701305602814,78.69711137936133,11.715258810464048,59.33058841287255,0.3981254938426665,78.43130014214535,-96.54773050203559,874.9567139451102,59.33058841287255,0.947615120874901,0.4487618451259246,0.4487618451259246,1
14,13,30.73046483356464,14.777876572467903,832.8649683507374,58.10578741654724,7.27152375043975,56.73959755975019,0.5943151571361918,-77.01351361148161,52.986835702164115,0,1,56.73959755975019,0.5943151571361918,0.4840794129738595,0.4840794129738595,56.73959755975019,0.4840794129738595,376.6818565549408,56.73959755975019,-35.07600321470576,-94.57692967241434,47.08888281632643,14.386468835176663,56.73959755975019,0.5943151571361918,-15.094475260441783,-109.011245377852,400.8999122093268,56.73959755975019,0.6752844898176105,0.4840794129738595,0.4840794129738595,1
15,10,-18.373585440998227,177.48658050241534,454.90963383958535,91.43192340389268,17.499178542476763,26.576950746946963,0.2095681183951028,16.898673202653896,61.12871694698924,0,1,26.576950746946963,0.2095681183951028,0.4208891745619717,0.4208891745619717,26.576950746946963,0.4208891745619717,303.62655954257434,26.576950746946963,-5.532821501226991,-81.15017464977917,69.10791212819055,10.792495163962956,26.576950746946963,0.2095681183951028,-65.785318361781,-8.519850528674397,244.39576000091202,26.576950746946963,0.8205449053882431,0.4208891745619717,0.4208891745619717,1
16,5,-9.568256933658745,-21.773115764648992,755.4869800038214,99.15211803595304,15.380834058068283,26.105367354584864,0.5501829508199385,-67.86100883672036,-157.10047090195124,0,1,26.105367354584864,0.5501829508199385,0.8436997072368402,0.8436997072368402,26.105367354584864,0.8436997072368402,706.625348600871,26.105367354584864,-59.33257014869858,132.521288648223,95.71576559081392,6.825051056539355,26.105367354584864,0.5501829508199385,-16.797073823353415,46.40848971911632,511.21873248402215,26.105367354584864,0.792685804338897,0.8436997072368402,0.8436997072368402,1
17,15,-0.9574060288432236,-111.14608399683873,626.2102145931871,70.60121921078948,16.47206107702685,68.52092252232984,0.6603012903243592,27.72602993071345,115.32957641361162,0,1,68.52092252232984,0.6603012903243592,0.570452565892785,0.570452565892785,68.52092252232984,0.570452565892785,252.27970343463724,68.52092252232984,-35.28801683185222,174.737038547025,55.10792076376386,18.095676451376587,68.52092252232984,0.6603012903243592,44.850710014524225,163.0178006086394,357.90802380809,68.52092252232984,0.6868133213307644,0.570452565892785,0.570452565892785,1
18,16,-55.14267096309712,-52.204483088459554,606.4133233966776,81.88463952016849,18.539281107037198,62.13543962583895,0.37225136260012315,57.66858016398592,-83.61109945374108,1,0,62.13543962583895,0.37225136260012315,0.7188306928657299,0.7188306928657299,62.13543962583895,0.7188306928657299,973.3731834702953,62.13543962583895,-25.0157594171675,38.821718909305645,43.423313793950996,19.85354696822882,62.13543962583895,0.37225136260012315,-27.29632428598179,-137.83239059161406,355.232015047098,62.13543962583895,0.5357939190036789,0.7188306928657299,0.7188306928657299,1
19,4,-70.61310079779646,87.88695373108561,758.1405514023019,60.564977842151904,8.32564033146048,63.377931897973234,0.790873095267377,-72.6239614267623,-138.0607311337833,0,1,63.377931897973234,0.790873095267377,0.4164591072775041,0.4164591072775041,63.377931897973234,0.4164591072775041,564.8819941954574,63.377931897973234,15.124926469152612,39.960361510503645,59.151096770889595,19.710977588836734,63.377931897973234,0.790873095267377,-23.266699869663242,-73.26482492189247,259.7158385387221,63.377931897973234,0.6883628060789014,0.4164591072775041,0.4164591072775041,1
20,14,-70.01230370649918,93.73880449592019,595.1221077786333,78.0401683274772,9.242647428903176,54.40151014315202,0.5528287016749165,-82.46540591379735,-176.29460509078393,0,1,54.40151014315202,0.5528287016749165,0.8833398217193651,0.8833398217193651,54.40151014315202,0.8833398217193651,377.28399783161984,54.40151014315202,-85.1768257725268,-44.82205197836396,81.55356593010956,7.331633683367535,54.40151014315202,0.5528287016749165,-3.386628770761291,-83.12956965831347,859.1052634895956,54.40151014315202,0.6959165607506526,0.8833398217193651,0.8833398217193651,1
21,23,-70.95783732373867,155.89125326872227,572.9809813658908,75.99478407914049,9.32306855711682,54.1887994395192,0.7723548921481347,-0.7842100520783077,-94.90903447402182,1,0,54.1887994395192,0.7723548921481347,0.6732358564159393,0.6732358564159393,54.1887994395192,0.6732358564159393,570.1925609631137,54.1887994395192,59.51999874643556,14.828447589316312,92.2043404113227,5.194754232217342,54.1887994395192,0.7723548921481347,73.37170506968178,-12.494577886607829,257.42770916033294,54.1887994395192,0.9008522076030608,0.6732358564159393,0.6732358564159393,1
22,18,-43.817978994381285,-44.75617113871016,414.5530823998468,72.88299171976729,6.229574680648207,33.19177958730329,0.5337184393792043,34.99280109627888,94.55706259185638,0,1,33.19177958730329,0.5337184393792043,0.5004001539536005,0.5004001539536005,33.19177958730329,0.5004001539536005,591.1521821362633,33.19177958730329,26.984377448119076,100.32066115623803,76.37440767206044,14.775627552448334,33.19177958730329,0.5337184393792043,66.46854574171599,-37.813764739526334,602.1596630440804,33.19177958730329,0.5037377947277697,0.5004001539536005,0.5004001539536005,1
23,19,42.36597840738878,-142.03685206949766,821.0262202382244,62.19662459916121,3.568457265994296,57.02708007284696,0.521279052844436,-33.54717385231587,-23.260481479397725,0,1,57.02708007284696,0.521279052844436,0.5070618711513992,0.5070618711513992,57.02708007284696,0.5070618711513992,498.9268817564634,57.02708007284696,47.32035095869986,-178.94968460149508,46.125345707167554,6.020660965566133,57.02708007284696,0.521279052844436,-59.86212105542017,152.95889916655483,361.6736464311555,57.02708007284696,0.7770093751972578,0.5070618711513992,0.5070618711513992,1
24,15,-44.352873918939046,172.42009910848316,295.3521166908162,92.87484918538631,10.172349380000803,40.53048546898222,0.7049828266274472,-62.03614190346289,109.88130504565169,0,1,40.53048546898222,0.7049828266274472,0.8560546484345539,0.8560546484345539,40.53048546898222,0.8560546484345539,569.071411557213,40.53048546898222,-25.61483084068533,-134.02601789344058,46.80653741952717,5.599190245169996,40.53048546898222,0.7049828266274472,26.283448421149316,86.9351331691401,776.6353221287744,40.53048546898222,0.8357018884474559,0.8560546484345539,0.8560546484345539,1
25,15,-22.319203902352214,-70.67639296001144,986.7523748536033,93.17803679306849,11.02165407322698,26.80430072045602,0.24508206798279347,-29.154995972710168,178.40520265572565,0,1,26.80430072045602,0.24508206798279347,0.5193701608103983,0.5193701608103983,26.80430072045602,0.5193701608103983,620.14085129946,26.80430072045602,4.861389085758347,-118.80388550288214,72.86047013947419,13.564144425295819,26.80430072045602,0.24508206798279347,-84.46148867812327,-4.7439148319936635,987.1340367434364,26.80430072045602,0.9254267372231547,0.5193701608103983,0.5193701608103983,1
26,20,-87.45915844178592,81.21736189621356,672.5649400690374,97.35578647515837,16.79314488211948,33.52184105498762,0.4454257106132856,-46.459625115377825,10.11719310438059,0,0,33.52184105498762,0.4454257106132856,0.45647187995925426,0.45647187995925426,33.52184105498762,0.45647187995925426,474.50567089766815,33.52184105498762,78.39686540627645,157.20131860134262,51.22744947880038,14.933124395643363,33.52184105498762,0.4454257106132856,37.449301943908864,-164.053661230645,982.1239383278293,33.52184105498762,0.6357920200282007,0.45647187995925426,0.45647187995925426,1
27,23,-4.449123339362998,18.738259898042344,673.3921373099382,57.0943233535927,13.319526550346465,51.719619356113114,0.3501757509216161,-7.124403009403096,86.02824537778952,0,0,51.719619356113114,0.3501757509216161,0.578531848293764,0.578531848293764,51.719619356113114,0.578531848293764,856.1013156227277,51.719619356113114,-56.21155032469244,75.78922143204176,98.56165471744075,15.61012201079002,51.719619356113114,0.3501757509216161,89.16578529590208,166.3166341412911,842.0939799816049,51.719619356113114,0.5981499041315073,0.578531848293764,0.578531848293764,1
28,23,23.585363943915326,-123.16016735737493,887.5433747946818,85.1118144240597,6.302835719302385,57.28117656744398,0.7711908130952294,32.14595021918106,167.79810744819736,0,0,57.28117656744398,0.7711908130952294,0.654890790650597,0.654890790650597,57.28117656744398,0.654890790650597,192.6399081406112,57.28117656744398,53.120200684710795,-138.2988436587252,96.03947519849136,1.1631433573483618,57.28117656744398,0.7711908130952294,77.71362861079254,-155.55957178947952,946.3248633800694,57.28117656744398,0.7923845350019953,0.654890790650597,0.654890790650597,1
29,17,-34.80619382124432,122.10793098627244,985.0089685727029,61.87300285732852,8.798972451237109,64.46214193162355,0.665093728677353,-64.08890054720885,-140.96687716713495,0,1,64.46214193162355,0.665093728677353,0.5877944793648946,0.5877944793648946,64.46214193162355,0.5877944793648946,283.56048772306247,64.46214193162355,48.86232760581157,-177.58258994432637,77.5990385132518,8.329878236327811,64.46214193162355,0.665093728677353,-54.870729002920484,-147.3185840573716,998.584610954178,64.46214193162355,0.9779815922388064,0.5877944793648946,0.5877944793648946,1
30,12,-48.12843012476166,14.299748477088173,547.016928837269,42.15581558904858,15.318736475613017,25.35979283627415,0.5770434891089945,60.74622684665786,-176.98979433553106,1,1,25.35979283627415,0.5770434891089945,0.5357671513518067,0.5357671513518067,25.35979283627415,0.5357671513518067,941.8761765870524,25.35979283627415,9.28499806065821,-79.91940878289532,48.28110335234892,5.434558145250641,25.35979283627415,0.5770434891089945,-28.67036630707579,-114.58901982858826,819.9656989932516,25.35979283627415,0.6747715171713413,0.5357671513518067,0.5357671513518067,1
31,23,37.07038613023417,41.780227704743396,513.5084741268581,99.07786504994144,0.13744955802411862,66.48564006502042,0.7237859450231414,17.13207170568171,173.31169818917073,1,1,66.48564006502042,0.7237859450231414,0.5232758426854648,0.5232758426854648,66.48564006502042,0.5232758426854648,910.5938522873898,66.48564006502042,10.804752561501417,-178.05020376976432,92.89044971839417,2.727741045349963,66.48564006502042,0.7237859450231414,-21.679050920702878,25.089097058953882,110.77380858126517,66.48564006502042,0.8476792133393563,0.5232758426854648,0.5232758426854648,1
32,21,-28.83804105277084,-130.50225535569507,935.7822691496725,82.88564628029394,13.502391777574685,50.78513522144635,0.24600121764566152,48.19703136793521,-173.07716129880018,0,1,50.78513522144635,0.24600121764566152,0.527406438443219,0.527406438443219,50.78513522144635,0.527406438443219,791.6869073035876,50.78513522144635,77.20012373214473,-53.24141478185753,76.28664595821581,14.4846820204549,50.78513522144635,0.24600121764566152,35.91845905704896,-67.57624917789818,866.8366959851726,50.78513522144635,0.9333023742392179,0.527406438443219,0.527406438443219,1
33,23,68.0393391520729,-25.897827315628717,530.7416575774207,67.2384060538786,11.822760343034957,38.11446825706124,0.661052971176735,-82.85081439823354,36.37659004864969,0,0,38.11446825706124,0.661052971176735,0.8476650132415628,0.8476650132415628,38.11446825706124,0.8476650132415628,104.09531082583642,38.11446825706124,56.964650174866904,96.63313454346024,43.96410441474578,4.194780947710671,38.11446825706124,0.661052971176735,62.33903584951284,-96.51886763147847,132.268023601275,38.11446825706124,0.5500544778558052,0.8476650132415628,0.8476650132415628,1
34,20,33.08214965095563,154.24237322868146,385.85852192687133,55.05839793191096,1.0795983937893783,56.98331794865413,0.31889456908549035,-21.067584977658072,51.287755862643166,1,0,56.98331794865413,0.31889456908549035,0.5037475264960095,0.5037475264960095,56.98331794865413,0.5037475264960095,968.4756191763283,56.98331794865413,-25.546444709246273,9.303786279458166,79.45808186394083,2.932739779076974,56.98331794865413,0.31889456908549035,66.51047935128452,-105.75054404766539,397.2312622230279,56.98331794865413,0.6361491325764725,0.5037475264960095,0.5037475264960095,1
35,18,-77.00947141016292,-26.45115824127336,819.7133338124193,71.74722563372684,18.963223526444175,49.567650326088454,0.20859239833972948,-65.39935212373942,-94.03176337536759,0,0,49.567650326088454,0.20859239833972948,0.726039631526201,0.726039631526201,49.567650326088454,0.726039631526201,634.9160923607074,49.567650326088454,35.36331500087782,-120.10134246250982,78.64962571505615,2.6957598274474837,49.567650326088454,0.20859239833972948,68.57406534548318,79.6066922116483,141.7066436157865,49.567650326088454,0.5641446006794762,0.726039631526201,0.726039631526201,1
36,13,-61.12527419587495,-73.95758917556184,687.2952386150947,92.09890702196732,11.159501429376178,57.02890609779622,0.6427538972500958,-75.59243825768507,72.1456100513775,0,0,57.02890609779622,0.6427538972500958,0.8050663937300757,0.8050663937300757,57.02890609779622,0.8050663937300757,271.9362752409122,57.02890609779622,57.485058573326455,-38.96315818047427,57.781528986068466,1.7848002980745759,57.02890609779622,0.6427538972500958,12.643958247423726,58.45330346687152,972.5212040553109,57.02890609779622,0.9878267620679103,0.8050663937300757,0.8050663937300757,1
37,10,14.941820598451486,55.50336350025975,971.6656822037359,86.57405643827067,13.422262017826034,53.087724024782645,0.7766646462239759,71.49774893776598,14.326633596691636,0,0,53.087724024782645,0.7766646462239759,0.5671689495721913,0.5671689495721913,53.087724024782645,0.5671689495721913,123.5449127127986,53.087724024782645,-34.339546202214976,173.50542754880297,76.53523145680704,6.040311321421141,53.087724024782645,0.7766646462239759,53.25861066387884,-156.74517936605378,617.5416407172578,53.087724024782645,0.7298238598494068,0.5671689495721913,0.5671689495721913,1
38,0,-50.41256107997199,90.14746748768425,923.8622004892028,84.0965790827815,1.2368256387794818,70.01016078415611,0.33666868307803666,-20.50172952601355,-18.648397534802854,1,1,70.01016078415611,0.33666868307803666,0.7729311343003145,0.7729311343003145,70.01016078415611,0.7729311343003145,579.9664984252054,70.01016078415611,-36.28685454431793,139.81362871413052,57.435772613790675,4.943955428949249,70.01016078415611,0.33666868307803666,89.94843008209446,-151.41417722649715,295.54452750610506,70.01016078415611,0.5289833669515336,0.7729311343003145,0.7729311343003145,1
39,1,17.82178368501421,-108.88084045876472,146.530822938261,58.29853528618194,3.5337200469863683,29.90553173537563,0.2732673657943724,-52.43010197967222,-99.37800214535578,0,0,29.90553173537563,0.2732673657943724,0.7314122565507292,0.7314122565507292,29.90553173537563,0.7314122565507292,252.4614090769406,29.90553173537563,5.009186016940546,-111.5675265071512,80.09803605158365,19.846538120874413,29.90553173537563,0.2732673657943724,-17.987118985875043,-119.78801623721252,332.8027310832723,29.90553173537563,0.9786757114839351,0.7314122565507292,0.7314122565507292,1
40,0,-20.776302127141662,-133.09669439332,599.9774463924497,65.80830370781493,5.9761907380647195,58.76130344598698,0.6253676202584468,-82.37406272403885,131.65297679044352,0,0,58.76130344598698,0.6253676202584468,0.49428904263922674,0.49428904263922674,58.76130344598698,0.49428904263922674,377.8218416932495,58.76130344598698,54.95986693849926,-179.8376508176641,55.803354613171734,11.12387659036928,58.76130344598698,0.6253676202584468,-50.942371240739966,145.4040682339592,395.5586070773493,58.76130344598698,0.8433657695168866,0.49428904263922674,0.49428904263922674,1
41,11,69.95264391838285,73.73365415168502,444.70353947704314,79.23478668819473,3.582860581321934,68.00833023225303,0.3811795594150914,-51.36283548700869,-132.21095224694557,0,1,68.00833023225303,0.3811795594150914,0.5167353292405217,0.5167353292405217,68.00833023225303,0.5167353292405217,734.858183474862,68.00833023225303,12.530356443994307,-105.58386255742514,67.8593680264647,10.748648395987262,68.00833023225303,0.3811795594150914,-1.4880588623024522,-17.18632238584007,416.7013839904066,68.00833023225303,0.5673878847341183,0.5167353292405217,0.5167353292405217,1
42,2,24.208739766118555,151.04567251762325,455.7887275237049,96.87269707688765,10.827600676453173,31.92073333184635,0.772276783841197,21.002547788975818,-7.087422581067415,0,0,31.92073333184635,0.772276783841197,0.5676059357178698,0.5676059357178698,31.92073333184635,0.5676059357178698,456.8877721730215,31.92073333184635,-33.73198285232066,41.871180299782225,56.79696170107471,12.95132801938512,31.92073333184635,0.772276783841197,-19.550257413255835,77.8611353870242,765.3792515542225,31.92073333184635,0.9359091916389277,0.5676059357178698,0.5676059357178698,1
43,15,70.24275385594561,136.68526444592834,477.5730042518002,90.54027212809768,7.359564809920194,54.537367562786756,0.45582083125532524,-29.76859595250108,15.36670982994184,0,1,54.537367562786756,0.45582083125532524,0.5937788167079401,0.5937788167079401,54.537367562786756,0.5937788167079401,963.2216128014891,54.537367562786756,85.89158470024793,161.35829464721917,61.04767192608196,12.318533159993063,54.537367562786756,0.45582083125532524,-46.647666216079,-177.2394517175583,193.13002804473422,54.537367562786756,0.8830843583192483,0.5937788167079401,0.5937788167079401,1
44,7,-75.97432696283872,59.47420337228675,670.5744141032194,72.15724414713483,12.438635874342046,62.76444582124784,0.3408289856072971,31.3369042423853,-150.49676809056436,0,0,62.76444582124784,0.3408289856072971,0.7722530238244433,0.7722530238244433,62.76444582124784,0.7722530238244433,494.4770819939128,62.76444582124784,-87.19882400607528,-111.13259664727738,46.70380916717548,16.014482717409685,62.76444582124784,0.3408289856072971,4.424691812575105,-62.32602660139557,578.2593290359066,62.76444582124784,0.5381624272915495,0.7722530238244433,0.7722530238244433,1
45,23,2.837920106867955,105.11331105097253,757.0850165563825,44.86410590550339,4.502717051960743,71.46754344868981,0.20089027650526473,4.101186080229738,-158.357083521572,1,0,71.46754344868981,0.20089027650526473,0.5218111783070094,0.5218111783070094,71.46754344868981,0.5218111783070094,776.4084472719543,71.46754344868981,38.302848198531024,-2.2644007692113917,47.026123589510284,0.3807892986248862,71.46754344868981,0.20089027650526473,66.01510087041308,-157.49718269283477,511.30619328349303,71.46754344868981,0.559492201199184,0.5218111783070094,0.5218111783070094,1
46,20,-52.364952235095096,164.57919688800575,328.26261772198046,53.14534030256617,0.8111578703716926,74.47174631343711,0.6270649254150131,4.526966158780809,-51.40191285995974,1,0,74.47174631343711,0.6270649254150131,0.5180341178976859,0.5180341178976859,74.47174631343711,0.5180341178976859,175.05277661092194,74.47174631343711,24.67129266048083,-51.06812945721549,78.58278365956758,2.6451072157482103,74.47174631343711,0.6270649254150131,-57.895357564931885,136.74703040824005,202.32403447932987,74.47174631343711,0.6595782594349241,0.5180341178976859,0.5180341178976859,1
47,5,-51.99477764061308,104.09664357775989,613.3819667820275,92.32931267064204,11.31334232210612,41.66748206276563,0.6150858437153579,37.92907995595523,151.15970276628133,1,1,41.66748206276563,0.6150858437153579,0.6560520149611893,0.6560520149611893,41.66748206276563,0.6560520149611893,136.48971787603057,41.66748206276563,-5.6241964973327185,-41.00731423013457,58.23462387570547,3.5239047390196476,41.66748206276563,0.6150858437153579,-28.84114991938666,-17.68235197706963,418.22086721971664,41.66748206276563,0.6974100396060998,0.6560520149611893,0.6560520149611893,1
48,23,29.91887631577562,39.52377806421637,163.90620045929285,51.877207434860175,10.604910587942285,58.53563320978647,0.49686496887679377,68.42018548750434,128.31993814161007,0,0,58.53563320978647,0.49686496887679377,0.8683778857483564,0.8683778857483564,58.53563320978647,0.8683778857483564,213.97226874704916,58.53563320978647,-44.57923917447914,156.94782775142363,76.55523539811361,15.15642234335469,58.53563320978647,0.49686496887679377,9.402613774580487,-156.839173939647,786.8408435163889,58.53563320978647,0.6052195768323034,0.8683778857483564,0.8683778857483564,1
49,1,-61.85608263011669,41.75799849200294,855.523745936049,95.61438647321665,6.825847600193054,26.013268122029555,0.6237502605735741,28.359937361046192,-107.95481841110168,1,1,26.013268122029555,0.6237502605735741,0.5590469244999885,0.5590469244999885,26.013268122029555,0.5590469244999885,676.9579596646943,26.013268122029555,-60.582086175714686,-38.756942635812266,64.50521316160486,14.01399917578277,26.013268122029555,0.6237502605735741,-33.366890925062904,-116.17092421169806,521.239276057664,26.013268122029555,0.9121765913806931,0.5590469244999885,0.5590469244999885,1
